50
0,9,6,7,9,8,6,15,14,5,7,14,7,6,9,15,18,10,6,7,9,10,29,6,6,8,14,6,14,5,7,7,14,8,7,7,7,9,6,20,8,12,8,14,8,7,12,9,7,7
9,0,10,12,5,7,7,12,10,11,12,9,15,7,6,12,9,11,11,20,5,11,9,10,15,15,6,11,20,6,9,10,7,10,10,10,14,20,6,6,7,8,45,5,6,8,9,7,6,6
6,10,0,11,10,21,7,9,8,11,11,7,7,8,6,9,12,12,6,7,10,12,12,11,6,7,9,6,21,10,8,15,9,32,15,15,5,7,7,13,21,21,10,18,7,10,10,9,21,7
7,12,11,0,13,9,7,6,10,6,54,22,10,14,9,6,7,6,8,19,13,6,6,5,7,10,6,7,19,9,5,15,11,10,21,15,8,19,10,9,9,7,6,12,8,8,8,20,8,6
9,5,10,13,0,7,10,10,9,7,7,16,8,7,19,10,10,7,7,14,69,7,6,9,5,8,9,18,14,6,11,7,10,10,14,6,7,14,10,13,8,13,12,11,11,13,10,13,7,13
8,7,21,9,7,0,7,7,6,7,9,11,13,6,9,7,6,13,7,13,7,13,7,7,9,13,6,9,28,9,9,8,13,8,7,8,8,10,16,10,50,8,6,17,11,8,9,15,8,7
6,7,7,7,10,7,0,5,13,7,7,8,10,10,9,5,6,6,13,6,10,6,6,11,5,10,6,6,6,7,10,12,8,11,5,9,6,6,8,6,7,5,7,8,5,7,7,16,6,6
15,12,9,6,10,7,5,0,11,5,6,11,17,6,12,62,7,8,7,17,10,8,7,6,6,17,5,6,17,6,12,8,6,11,6,8,14,17,8,44,17,7,9,11,10,7,13,6,7,29
14,10,8,10,9,6,13,11,0,6,6,17,9,6,6,7,26,9,8,10,9,9,13,6,9,9,9,8,10,6,38,18,8,31,6,8,9,10,6,26,6,6,10,17,12,6,9,6,19,11
5,11,11,6,7,7,7,5,6,0,6,6,6,8,8,8,6,13,49,5,7,13,6,9,9,6,6,6,6,7,6,5,6,6,9,5,9,5,5,11,6,9,10,5,6,7,6,14,7,6
7,12,11,54,7,9,7,6,6,6,0,38,12,19,16,6,7,6,12,7,7,6,10,7,7,12,9,7,7,7,5,15,11,10,21,15,8,7,15,9,9,19,17,13,8,10,8,10,8,10
14,9,7,22,16,11,8,11,17,6,38,0,12,19,19,11,10,9,12,10,16,9,10,7,9,10,9,16,11,7,11,11,11,15,21,7,6,10,8,10,11,19,17,45,8,10,8,9,12,10
7,15,7,10,8,13,10,17,9,6,12,12,0,5,11,17,10,8,6,7,8,8,11,6,10,61,10,7,9,6,10,7,13,7,27,7,6,7,11,6,13,6,8,6,10,9,40,10,7,9
6,7,8,14,7,6,10,6,6,8,19,19,5,0,6,6,9,8,6,9,7,8,5,7,34,5,5,5,6,9,8,7,5,6,9,7,6,6,12,5,6,13,7,11,7,8,8,8,7,8
9,6,6,9,19,9,9,12,6,8,16,19,11,6,0,12,10,9,8,13,19,9,7,6,8,11,9,11,13,5,20,20,11,7,12,9,6,13,12,19,9,18,7,20,10,11,11,8,9,7
15,12,9,6,10,7,5,62,7,8,6,11,17,6,12,0,7,8,7,17,10,8,25,12,6,17,6,6,17,6,12,12,10,9,12,12,14,17,8,44,17,9,9,11,9,9,13,6,7,40
18,9,12,7,10,6,6,7,26,6,7,10,10,9,10,7,0,5,8,6,11,5,14,6,6,10,6,6,6,6,28,31,10,11,11,11,7,6,6,26,6,6,6,8,9,17,10,12,9,10
10,11,12,6,7,13,6,8,9,13,6,9,8,8,9,8,5,0,7,6,7,66,7,11,9,5,5,11,6,10,10,10,6,9,6,6,6,6,6,8,13,7,6,6,6,6,6,9,10,8
6,11,6,8,7,7,13,7,8,49,12,12,6,6,8,7,8,7,0,4,7,10,6,9,9,6,5,6,5,6,6,10,5,6,9,12,9,5,6,8,5,9,10,5,6,7,6,7,9,6
7,20,7,19,14,13,6,17,10,5,7,10,7,9,13,17,6,6,4,0,8,6,6,7,6,7,7,7,48,7,16,9,10,10,8,8,7,66,10,11,27,7,5,10,10,7,7,13,8,11
9,5,10,13,69,7,10,10,9,7,7,16,8,7,19,10,11,7,7,8,0,7,6,9,5,8,9,19,14,6,11,7,10,10,14,6,7,14,10,13,8,13,12,11,11,13,10,13,7,13
10,11,12,6,7,13,6,8,9,13,6,9,8,8,9,8,5,66,10,6,7,0,7,11,9,5,5,11,6,10,10,10,6,9,6,6,6,6,6,8,13,7,6,6,6,6,6,9,10,8
29,9,12,6,6,7,6,7,13,6,10,10,11,5,7,25,14,7,6,6,6,7,0,15,6,11,14,11,7,5,10,7,11,12,10,7,12,6,6,13,9,26,6,16,19,9,11,10,6,51
6,10,11,5,9,7,11,6,6,9,7,7,6,7,6,12,6,11,9,7,9,11,15,0,7,6,5,5,5,6,6,7,5,6,9,7,7,5,6,5,6,6,10,6,6,6,7,10,12,15
6,15,6,7,5,9,5,6,9,9,7,9,10,34,8,6,6,9,9,6,5,9,6,7,0,6,9,17,6,12,6,6,9,9,9,6,6,6,7,6,9,11,7,6,8,5,10,8,6,6
8,15,7,10,8,13,10,17,9,6,12,10,61,5,11,17,10,5,6,7,8,5,11,6,6,0,10,7,9,6,10,10,7,7,27,18,6,7,11,6,9,6,5,6,10,9,32,10,9,9
14,6,9,6,9,6,6,5,9,6,9,9,10,5,9,6,6,5,5,7,9,5,14,5,9,10,0,8,7,7,10,10,14,7,14,13,6,7,6,10,7,6,6,8,8,11,6,10,7,7
6,11,6,7,18,9,6,6,8,6,7,16,7,5,11,6,6,11,6,7,19,11,11,5,17,7,8,0,7,6,11,11,19,6,11,11,7,7,8,9,7,7,11,16,10,8,7,9,6,16
14,20,21,19,14,28,6,17,10,6,7,11,9,6,13,17,6,6,5,48,14,6,7,5,6,9,7,7,0,5,9,7,10,7,8,7,8,52,10,11,48,8,5,11,10,9,9,13,8,11
5,6,10,9,6,9,7,6,6,7,7,7,6,9,5,6,6,10,6,7,6,10,5,6,12,6,7,6,5,0,6,6,11,7,6,6,9,7,6,6,9,12,6,7,8,8,6,7,10,6
7,9,8,5,11,9,10,12,38,6,5,11,10,8,20,12,28,10,6,16,11,10,10,6,6,10,10,11,9,6,0,32,10,9,20,20,6,16,6,10,9,12,5,11,7,12,10,5,7,10
7,10,15,15,7,8,12,8,18,5,15,11,7,7,20,12,31,10,10,9,7,10,7,7,6,10,10,11,7,6,32,0,10,11,34,41,7,9,6,10,8,7,5,11,7,12,10,7,9,9
14,7,9,11,10,13,8,6,8,6,11,11,13,5,11,10,10,6,5,10,10,6,11,5,9,7,14,19,10,11,10,10,0,15,13,9,12,10,7,11,13,11,6,17,11,8,12,7,8,11
8,10,32,10,10,8,11,11,31,6,10,15,7,6,7,9,11,9,6,10,10,9,12,6,9,7,7,6,7,7,9,11,15,0,11,11,9,10,6,5,8,8,10,15,11,7,6,8,19,12
7,10,15,21,14,7,5,6,6,9,21,21,27,9,12,12,11,6,9,8,14,6,10,9,9,27,14,11,8,6,20,34,13,11,0,58,5,8,6,7,7,13,9,21,12,11,27,7,10,10
7,10,15,15,6,8,9,8,8,5,15,7,7,7,9,12,11,6,12,8,6,6,7,7,6,18,13,11,7,6,20,41,9,11,58,0,6,8,8,6,8,7,5,6,7,6,18,7,9,9
7,14,5,8,7,8,6,14,9,9,8,6,6,6,6,14,7,6,9,7,7,6,12,7,6,6,6,7,8,9,6,7,12,9,5,6,0,6,12,12,5,7,7,7,9,6,6,6,9,12
9,20,7,19,14,10,6,17,10,5,7,10,7,6,13,17,6,6,5,66,14,6,6,5,6,7,7,7,52,7,16,9,10,10,8,8,6,0,12,11,30,8,5,10,10,7,7,13,8,11
6,6,7,10,10,16,8,8,6,5,15,8,11,12,12,8,6,6,6,10,10,6,6,6,7,11,6,8,10,6,6,6,7,6,6,8,12,12,0,17,6,5,6,8,7,6,11,7,10,8
20,6,13,9,13,10,6,44,26,11,9,10,6,5,19,44,26,8,8,11,13,8,13,5,6,6,10,9,11,6,10,10,11,5,7,6,12,11,17,0,10,9,12,10,9,7,6,7,11,32
8,7,21,9,8,50,7,17,6,6,9,11,13,6,9,17,6,13,5,27,8,13,9,6,9,9,7,7,48,9,9,8,13,8,7,8,5,30,6,10,0,8,6,11,11,8,9,15,7,7
12,8,21,7,13,8,5,7,6,9,19,19,6,13,18,9,6,7,9,7,13,7,26,6,11,6,6,7,8,12,12,7,11,8,13,7,7,8,5,9,8,0,5,14,10,7,7,12,6,26
8,45,10,6,12,6,7,9,10,10,17,17,8,7,7,9,6,6,10,5,12,6,6,10,7,5,6,11,5,6,5,5,6,10,9,5,7,5,6,12,6,5,0,9,6,8,7,6,25,6
14,5,18,12,11,17,8,11,17,5,13,45,6,11,20,11,8,6,5,10,11,6,16,6,6,6,8,16,11,7,11,11,17,15,21,6,7,10,8,10,11,14,9,0,13,13,7,8,12,16
8,6,7,8,11,11,5,10,12,6,8,8,10,7,10,9,9,6,6,10,11,6,19,6,8,10,8,10,10,8,7,7,11,11,12,7,9,10,7,9,11,10,6,13,0,7,6,7,7,7
7,8,10,8,13,8,7,7,6,7,10,10,9,8,11,9,17,6,7,7,13,6,9,6,5,9,11,8,9,8,12,12,8,7,11,6,6,7,6,7,8,7,8,13,7,0,9,7,7,9
12,9,10,8,10,9,7,13,9,6,8,8,40,8,11,13,10,6,6,7,10,6,11,7,10,32,6,7,9,6,10,10,12,6,27,18,6,7,11,6,9,7,7,7,6,9,0,9,6,6
9,7,9,20,13,15,16,6,6,14,10,9,10,8,8,6,12,9,7,13,13,9,10,10,8,10,10,9,13,7,5,7,7,8,7,7,6,13,7,7,15,12,6,8,7,7,9,0,9,7
7,6,21,8,7,8,6,7,19,7,8,12,7,7,9,7,9,10,9,8,7,10,6,12,6,9,7,6,8,10,7,9,8,19,10,9,9,8,10,11,7,6,25,12,7,7,6,9,0,10
7,6,7,6,13,7,6,29,11,6,10,10,9,8,7,40,10,8,6,11,13,8,51,15,6,9,7,16,11,6,10,9,11,12,10,9,12,11,8,32,7,26,6,16,7,9,6,7,10,0
