100
0,6,13,10,7,8,12,6,5,24,6,9,6,7,6,5,6,10,7,12,11,9,9,8,6,9,7,7,7,6,10,7,7,8,6,22,6,13,6,13,6,6,7,7,6,6,6,9,10,9,7,6,11,15,10,6,12,15,14,9,15,8,28,8,9,11,10,8,9,6,6,10,7,7,7,12,13,7,10,15,7,8,9,8,9,7,8,9,9,8,7,9,6,11,10,11,6,7,6,12
6,0,7,13,11,5,7,8,6,10,11,20,6,7,9,17,6,6,7,11,10,7,8,6,12,7,5,8,9,8,11,7,6,9,6,13,9,7,6,10,10,6,8,13,10,5,7,7,6,11,14,7,5,14,6,8,6,12,18,6,6,7,9,8,8,9,14,7,7,6,7,6,10,12,9,6,8,8,11,6,6,9,8,6,10,6,11,9,6,14,13,6,10,11,7,5,10,5,9,7
13,7,0,10,9,6,11,5,9,15,7,7,15,12,6,9,9,11,12,9,9,8,5,7,6,6,7,7,6,8,9,5,8,12,7,6,7,69,12,6,6,6,7,5,6,13,10,6,7,7,5,7,5,9,12,11,6,6,15,9,6,11,13,11,6,6,7,11,8,6,10,8,8,7,6,8,32,7,6,6,12,11,7,9,9,6,6,9,6,5,6,6,6,14,8,6,13,8,7,11
10,13,10,0,11,5,12,8,10,11,5,6,12,10,14,10,6,7,10,11,6,10,12,6,13,6,6,14,12,10,6,7,6,7,10,6,9,10,9,6,10,7,10,5,10,13,6,6,10,7,6,10,16,6,9,7,10,9,9,10,9,9,6,7,6,5,7,9,10,7,6,12,22,13,18,6,10,14,6,9,9,8,9,10,9,14,6,7,6,6,7,6,6,6,9,7,8,16,9,12
7,11,9,11,0,6,8,6,6,7,7,9,6,5,8,10,6,7,5,9,5,6,6,8,6,7,10,9,6,6,8,20,7,6,11,14,9,9,28,8,8,6,12,10,8,6,12,8,6,7,10,8,7,7,10,16,8,7,6,6,7,8,8,16,6,7,5,8,14,6,11,11,12,8,8,7,5,9,8,7,7,5,6,8,12,6,6,7,8,6,10,8,6,7,7,6,5,7,9,8
8,5,6,5,6,0,6,12,9,11,9,7,12,6,6,7,10,13,6,28,12,7,10,7,9,10,6,6,8,6,6,12,6,9,6,8,6,9,15,10,8,16,10,6,8,7,6,9,9,9,6,10,20,14,13,8,7,12,9,6,11,8,8,8,6,8,6,8,7,8,7,7,6,6,7,8,6,7,6,7,6,8,6,9,7,9,7,6,9,12,7,7,8,11,8,10,11,8,8,6
12,7,11,12,8,6,0,7,6,10,8,10,8,6,7,16,10,6,6,6,8,8,7,10,10,7,11,7,20,9,6,10,7,12,7,7,6,11,8,10,6,13,20,9,6,7,11,9,7,9,7,5,6,6,7,7,9,13,9,6,13,6,7,7,11,7,13,6,6,13,6,7,7,6,7,6,11,9,6,6,7,7,11,6,11,11,9,7,12,6,7,12,11,8,21,8,6,7,7,66
6,8,5,8,6,12,7,0,18,10,6,6,6,18,7,11,6,9,18,8,8,6,55,6,13,8,9,9,8,6,10,7,9,18,11,7,7,5,6,8,14,10,10,7,14,13,7,7,8,6,11,6,9,12,13,8,7,10,6,20,10,9,9,8,7,9,8,9,13,11,12,6,9,7,27,6,5,9,10,12,9,6,7,10,8,16,9,9,7,11,11,7,14,9,7,6,7,20,6,7
5,6,9,10,6,9,6,18,0,5,7,14,7,6,10,13,8,5,6,7,10,10,18,7,8,8,7,6,7,9,8,6,10,7,23,6,8,6,6,9,9,7,7,10,9,10,17,9,11,6,7,10,6,6,8,11,9,9,9,12,9,9,15,11,9,13,12,9,14,14,9,7,9,12,8,7,16,7,8,9,7,7,7,59,6,10,6,7,7,6,10,7,9,7,7,8,8,7,8,6
24,10,15,11,7,11,10,10,5,0,6,8,9,10,8,8,6,9,10,10,8,7,10,6,12,9,7,6,6,7,9,8,8,8,8,10,8,15,12,23,9,6,6,5,9,9,7,8,6,6,8,10,12,12,12,6,7,6,7,8,5,7,6,6,7,7,6,7,7,10,6,6,7,6,6,7,7,6,9,9,12,9,7,6,7,10,16,8,7,8,6,7,9,6,6,12,8,8,8,10
6,11,7,5,7,9,8,6,7,6,0,11,18,6,10,6,10,10,6,7,6,10,6,5,9,8,5,10,9,9,15,6,6,6,9,12,6,7,12,6,14,13,7,6,14,11,8,12,7,8,10,10,9,11,6,9,6,9,9,20,7,5,7,9,8,6,10,5,8,13,11,8,6,9,8,10,9,10,8,11,12,14,8,7,7,5,6,7,8,10,6,6,14,6,6,9,8,16,7,8
9,20,7,6,9,7,10,6,14,8,11,0,11,8,9,6,6,8,8,6,9,6,6,7,11,11,9,7,6,6,6,6,6,9,11,11,6,7,5,7,12,6,9,13,12,8,9,12,8,7,5,8,9,10,7,7,5,12,9,12,12,6,8,7,7,7,10,6,8,6,7,6,7,6,6,16,7,9,8,6,7,8,7,14,10,9,7,6,9,6,9,9,12,9,9,7,7,11,7,10
6,6,15,12,6,12,8,6,7,9,18,11,0,5,10,13,8,8,5,12,7,6,6,9,7,6,12,12,12,9,6,7,8,9,9,12,7,15,6,8,6,11,14,9,6,13,7,7,7,8,10,9,7,8,6,10,10,9,8,7,12,10,6,10,17,6,8,10,7,11,6,9,6,18,10,10,6,13,5,8,7,12,15,9,10,9,7,6,8,6,9,9,6,7,12,10,13,6,20,8
7,7,12,10,5,6,6,18,6,10,6,8,5,0,6,9,8,7,69,8,8,7,18,10,8,6,9,6,11,10,6,11,9,8,5,9,7,6,5,11,7,6,7,8,7,6,6,8,11,6,6,7,9,6,6,6,13,8,5,9,9,5,7,6,6,6,9,5,7,6,9,9,7,9,6,7,7,6,6,12,6,10,6,6,6,9,7,7,6,6,6,14,7,10,10,9,13,9,7,6
6,9,6,14,8,6,7,7,10,8,10,9,10,6,0,7,15,6,6,9,9,9,5,9,13,6,7,13,6,7,7,8,6,9,8,10,6,6,8,9,10,9,12,6,10,17,6,7,10,7,11,9,6,10,12,8,6,6,13,6,10,12,7,5,10,6,6,12,8,9,5,14,11,6,45,7,10,7,6,10,5,7,10,7,6,6,9,6,11,11,6,10,7,7,7,15,6,13,13,7
5,17,9,10,10,7,16,11,13,8,6,6,13,9,7,0,6,6,9,7,7,22,11,10,7,9,11,9,11,7,6,8,10,12,11,7,9,9,7,9,9,11,12,6,9,18,11,11,9,10,11,7,6,8,6,10,7,6,5,8,6,10,10,10,10,8,9,10,22,7,8,8,9,8,7,7,6,16,6,9,7,9,7,7,11,6,25,12,13,7,5,13,9,5,16,10,17,6,8,11
6,6,9,6,6,10,10,6,8,6,10,6,8,8,15,6,0,16,8,8,9,7,12,17,6,12,6,12,7,9,6,9,6,8,13,10,9,9,12,7,5,10,7,8,6,13,9,10,10,9,6,10,10,7,10,11,10,9,11,7,9,9,5,11,7,10,6,10,10,9,6,7,6,6,6,12,8,11,6,7,12,9,7,8,9,11,9,6,15,6,12,10,6,8,20,33,8,16,7,10
10,6,11,7,7,13,6,9,5,9,10,8,8,7,6,6,16,0,7,12,7,6,6,7,9,9,10,7,7,7,14,19,12,12,6,19,6,11,7,6,8,6,10,5,8,10,12,6,11,6,10,10,6,7,16,5,9,8,12,6,9,6,9,10,6,6,5,8,8,9,6,13,5,17,7,7,9,7,14,13,7,8,6,8,7,13,12,8,6,9,5,6,8,6,6,16,11,7,8,6
