50
0,15,7,7,9,11,5,6,8,7,10,23,8,6,39,13,9,9,13,8,9,20,20,6,11,20,6,9,7,6,5,9,6,13,22,11,9,7,20,20,6,22,11,9,13,7,8,6,12,9
15,0,10,14,9,6,9,6,6,14,7,20,9,7,6,13,14,9,6,10,7,7,7,12,8,7,6,12,12,9,6,14,7,9,7,8,9,8,7,7,7,9,7,10,9,11,38,6,10,9
7,10,0,6,9,9,9,10,10,6,7,6,8,12,11,8,8,9,8,7,8,17,17,10,10,17,7,6,6,5,6,13,7,7,8,12,8,14,17,17,13,14,9,10,6,10,10,7,12,6
7,14,6,0,6,6,9,7,16,41,7,6,9,6,7,6,18,8,18,9,5,6,9,11,6,9,7,14,9,39,7,6,6,9,14,6,6,6,9,6,10,14,9,5,9,6,6,15,7,7
9,9,9,6,0,6,6,10,7,6,7,7,8,6,14,8,6,11,7,7,9,8,8,15,8,8,8,6,7,8,7,6,8,6,7,12,44,15,8,8,10,7,9,7,7,10,6,6,10,8
11,6,9,6,6,0,7,6,8,8,8,6,7,8,7,6,10,5,13,8,8,5,6,6,9,6,10,6,10,6,6,6,10,15,7,9,6,6,11,8,9,7,7,11,7,6,6,40,6,9
5,9,9,9,6,7,0,6,10,9,7,6,6,6,8,6,7,6,8,6,6,5,4,7,9,4,6,6,6,7,6,7,12,7,7,5,6,8,5,6,6,7,59,6,7,5,9,5,10,6
6,6,10,7,10,6,6,0,6,7,12,6,5,9,7,14,6,9,10,6,6,9,13,10,5,13,5,6,16,5,6,7,11,12,7,7,10,6,13,6,6,7,6,37,32,44,10,6,10,6
8,6,10,16,7,8,10,6,0,10,6,6,7,6,8,6,6,13,9,8,9,12,10,6,7,10,7,5,6,16,8,9,6,6,8,6,13,8,10,13,6,8,12,6,6,8,6,16,10,6
7,14,6,41,6,8,9,7,10,0,7,7,9,9,7,6,7,8,9,9,5,8,9,12,7,9,10,14,9,10,7,6,6,9,14,7,9,8,9,8,6,14,9,5,9,5,6,6,6,7
10,7,7,7,7,8,7,12,6,7,0,5,8,8,7,6,6,8,5,7,7,7,8,6,7,7,6,7,8,5,5,8,10,37,9,7,6,10,10,7,16,9,7,9,11,14,8,6,16,7
23,20,6,6,7,6,6,6,6,7,5,0,13,11,6,6,19,5,10,10,9,5,5,14,11,5,6,9,12,19,61,7,6,6,7,11,7,6,14,5,8,7,5,6,6,5,10,9,6,18
8,9,8,9,8,7,6,5,7,9,8,13,0,7,8,7,10,8,10,7,6,6,5,8,7,5,43,9,8,7,12,7,5,8,7,6,6,9,9,6,13,7,7,8,7,6,6,7,6,12
6,7,12,6,6,8,6,9,6,9,8,11,7,0,6,7,10,6,6,7,9,6,6,27,13,6,11,6,18,30,11,6,6,9,15,13,6,8,6,6,13,15,6,6,19,11,14,9,9,9
39,6,11,7,14,7,8,7,8,7,7,6,8,6,0,6,8,12,11,6,7,9,9,6,11,9,6,6,7,6,6,7,6,6,6,11,6,7,9,7,10,6,6,9,6,6,7,6,7,6
13,13,8,6,8,6,6,14,6,6,6,6,7,7,6,0,7,9,9,27,6,9,9,13,9,9,6,6,18,7,6,8,10,6,8,9,7,12,9,9,7,8,6,17,8,14,15,6,13,7
9,14,8,18,6,10,7,6,6,7,6,19,10,10,8,7,0,8,11,9,9,5,6,11,25,6,10,9,7,18,19,9,14,6,12,25,6,7,6,5,16,12,6,6,6,6,7,10,6,13
9,9,9,8,11,5,6,9,13,8,8,5,8,6,12,9,8,0,13,11,8,17,19,7,7,18,6,10,9,6,7,7,8,8,7,13,13,9,28,32,8,7,9,9,6,9,9,9,8,6
13,6,8,18,7,13,8,10,9,9,5,10,10,6,11,9,11,13,0,10,6,6,6,9,6,6,9,6,6,6,10,7,8,9,8,6,8,6,7,6,9,8,10,10,9,10,6,8,9,6
8,10,7,9,7,8,6,6,8,9,7,10,7,7,6,27,9,11,10,0,8,5,5,9,10,5,9,8,6,9,10,9,7,6,6,10,7,12,5,5,7,6,6,17,8,6,6,6,9,9
9,7,8,5,9,8,6,6,9,5,7,9,6,9,7,6,9,8,6,8,0,13,7,11,9,10,6,61,11,5,9,7,9,14,8,13,6,12,11,8,6,7,6,13,21,7,9,6,9,9
20,7,17,6,8,5,5,9,12,8,7,5,6,6,9,9,5,17,6,5,13,0,70,6,14,71,7,13,8,5,5,20,7,7,9,5,8,7,56,54,6,13,7,16,10,16,7,5,6,5
20,7,17,9,8,6,4,13,10,9,8,5,5,6,9,9,6,19,6,5,7,70,0,6,14,69,7,7,7,5,5,19,7,8,10,5,7,7,56,56,6,13,4,15,10,8,7,6,6,6
6,12,10,11,15,6,7,10,6,12,6,14,8,27,6,13,11,7,9,9,11,6,6,0,7,6,12,6,9,7,22,6,10,7,5,7,7,8,6,6,8,13,7,10,13,10,7,7,10,9
11,8,10,6,8,9,9,5,7,7,7,11,7,13,11,9,25,7,6,10,9,14,14,7,0,14,6,9,7,5,11,6,9,10,9,30,8,19,14,14,11,6,6,11,10,6,9,13,14,10
20,7,17,9,8,6,4,13,10,9,7,5,5,6,9,9,6,18,6,5,10,71,69,6,14,0,7,10,7,5,5,20,7,7,9,5,7,7,55,55,6,13,4,15,10,8,7,6,6,6
6,6,7,7,8,10,6,5,7,10,6,6,43,11,6,6,10,6,9,9,6,7,7,12,6,7,0,6,13,8,5,7,14,6,7,6,7,6,7,7,5,9,7,5,7,6,15,9,6,6
9,12,6,14,6,6,6,6,5,14,7,9,9,6,6,6,9,10,6,8,61,13,7,6,9,10,6,0,14,5,9,7,9,14,7,13,6,15,11,14,7,7,6,8,14,7,9,6,9,9
7,12,6,9,7,10,6,16,6,9,8,12,8,18,7,18,7,9,6,6,11,8,7,9,7,7,13,14,0,12,11,13,22,15,6,7,15,8,7,8,8,13,6,9,10,16,12,15,7,15
6,9,5,39,8,6,7,5,16,10,5,19,7,30,6,7,18,6,6,9,5,5,5,7,5,5,8,5,12,0,19,5,6,5,6,6,6,6,5,6,10,6,7,5,5,6,6,15,7,9
5,6,6,7,7,6,6,6,8,7,5,61,12,11,6,6,19,7,10,10,9,5,5,22,11,5,5,9,11,19,0,7,6,6,7,11,8,6,14,5,8,7,6,6,6,6,7,9,10,17
9,14,13,6,6,6,7,7,9,6,8,7,7,6,7,8,9,7,7,9,7,20,19,6,6,20,7,7,13,5,7,0,10,11,36,16,7,6,10,17,5,55,6,12,11,7,14,6,6,6
6,7,7,6,8,10,12,11,6,6,10,6,5,6,6,10,14,8,8,7,9,7,7,10,9,7,14,9,22,6,6,10,0,10,7,11,6,7,19,8,19,7,12,11,7,11,7,8,7,8
