25
0,9,7,11,7,70,7,13,7,7,6,6,10,6,6,7,7,7,11,7,10,6,6,6,11
9,0,7,12,6,9,7,6,44,10,8,10,6,7,8,10,39,7,10,6,8,7,8,10,8
7,7,0,5,7,7,51,13,5,7,7,29,5,8,9,61,5,5,9,7,6,9,9,7,6
11,12,5,0,15,11,5,6,14,11,15,11,5,8,8,8,18,6,7,15,8,6,5,11,18
7,6,7,15,0,7,7,8,6,7,48,9,9,8,12,9,6,7,12,62,7,7,12,7,6
70,9,7,11,7,0,7,13,7,7,6,6,10,6,6,7,7,7,11,7,10,6,6,6,11
7,7,51,5,7,7,0,6,5,7,7,10,5,8,9,42,5,7,9,7,6,6,9,7,6
13,6,13,6,8,13,6,0,9,8,10,13,6,8,5,13,9,6,8,8,5,10,6,13,6
7,44,5,14,6,7,5,9,0,10,8,10,11,9,10,10,65,7,10,6,8,9,10,10,8
7,10,7,11,7,7,7,8,10,0,8,41,7,8,8,8,10,7,7,7,5,8,8,64,7
6,8,7,15,48,6,7,10,8,8,0,9,9,6,6,9,5,7,12,40,7,18,8,8,12
6,10,29,11,9,6,10,13,10,41,9,0,7,6,8,37,10,5,9,9,5,7,6,46,7
10,6,5,5,9,10,5,6,11,7,9,7,0,9,6,8,11,6,5,7,9,20,9,7,10
6,7,8,8,8,6,8,8,9,8,6,6,9,0,6,6,9,8,9,5,12,12,6,5,8
6,8,9,8,12,6,9,5,10,8,6,8,6,6,0,9,10,5,6,12,6,6,49,8,5
7,10,61,8,9,7,42,13,10,8,9,37,8,6,9,0,6,6,9,9,6,9,6,14,6
7,39,5,18,6,7,5,9,65,10,5,10,11,9,10,6,0,7,10,6,5,6,10,10,5
7,7,5,6,7,7,7,6,7,7,7,5,6,8,5,6,7,0,6,7,7,11,5,6,10
11,10,9,7,12,11,9,8,10,7,12,9,5,9,6,9,10,6,0,12,10,14,13,7,8
7,6,7,15,62,7,7,8,6,7,40,9,7,5,12,9,6,7,12,0,7,7,12,7,6
10,8,6,8,7,10,6,5,8,5,7,5,9,12,6,6,5,7,10,7,0,9,6,8,6
6,7,9,6,7,6,6,10,9,8,18,7,20,12,6,9,6,11,14,7,9,0,6,8,14
6,8,9,5,12,6,9,6,10,8,8,6,9,6,49,6,10,5,13,12,6,6,0,8,22
6,10,7,11,7,6,7,13,10,64,8,46,7,5,8,14,10,6,7,7,8,8,8,0,8
11,8,6,18,6,11,6,6,8,7,12,7,10,8,5,6,5,10,8,6,6,14,22,8,0
