635
0,6,9,6,6,9,6,6,10,5,6,15,5,9,7,11,6,12,8,6,6,7,12,7,11,19,8,6,6,7,7,7,5,6,7,18,7,14,7,8,5,7,9,8,6,9,10,6,6,8,6,8,7,10,6,13,10,11,9,5,6,7,5,7,6,6,6,5,6,7,6,7,11,6,7,6,10,7,6,6,6,9,9,16,7,8,5,6,9,6,8,6,7,11,6,6,11,5,7,7,9,6,9,9,6,7,6,6,9,11,8,10,7,7,7,15,6,8,7,12,5,9,7,6,6,9,7,7,11,12,13,6,9,16,13,6,8,11,9,8,9,5,11,9,9,6,13,13,5,7,6,7,5,7,7,6,9,6,7,9,12,12,6,6,9,6,13,5,10,6,6,6,10,10,9,10,6,10,5,7,9,51,7,7,9,10,9,6,10,5,13,6,7,8,9,7,10,6,6,6,12,9,6,6,10,5,6,10,13,8,7,7,13,6,7,9,7,22,6,8,14,5,6,6,14,7,8,6,6,9,38,5,12,12,6,6,8,8,6,6,8,5,12,9,6,8,8,13,6,8,8,7,11,9,10,5,7,9,5,6,6,11,15,6,10,8,5,5,7,11,8,6,8,10,14,13,7,6,5,9,5,6,11,11,7,6,6,7,12,8,6,10,12,9,5,5,10,5,9,7,6,5,6,10,6,5,6,7,9,6,10,19,9,11,11,6,12,9,5,18,9,8,6,6,6,10,9,9,7,9,6,5,8,6,7,9,5,6,10,6,7,6,6,6,11,8,5,5,6,7,9,5,7,6,13,6,7,8,7,9,8,9,5,8,9,7,7,10,6,6,6,9,6,5,9,10,6,6,12,9,7,47,6,15,11,7,6,16,7,7,10,7,10,9,11,6,8,6,6,9,19,6,9,13,8,7,9,6,5,5,13,8,6,5,12,16,5,8,6,6,7,13,9,7,9,6,9,7,9,6,8,7,10,6,5,7,6,6,6,6,7,8,6,8,9,8,14,6,8,15,9,5,6,6,7,9,8,7,10,8,6,9,5,7,6,9,10,6,8,11,16,10,9,7,7,6,8,6,5,8,5,9,5,6,7,6,6,12,7,9,6,7,7,10,6,10,6,6,9,9,9,7,6,6,11,6,5,9,7,13,5,5,8,8,6,6,7,6,7,5,7,6,9,8,5,9,7,8,6,12,7,7,10,8,7,9,10,10,10,9,6,5,8,10,6,7,6,10,8,7,6,6,9,8,9,5,5,6,6,6,9,8,10,8,8,6,7,9,9,7,7,10,6,8,7,7,6,5,7,9,10,5,8,6,17,10,10,6,6,9,15,6,9,8,7,8,11,12,6,6,7,7,9,7,7,9,7,7,8,6,6,13,8,8,6,6,6,14,10,6,7,13,12,9,6,9,12,11,8,9,7,6,6,6,9
6,0,6,10,6,5,6,10,7,6,7,6,6,9,9,8,11,10,13,8,12,6,5,12,5,6,17,9,13,8,12,11,10,7,6,6,6,6,6,6,7,8,8,9,10,15,10,5,7,5,11,5,6,7,9,5,7,5,10,8,9,7,10,9,11,6,6,5,6,10,5,10,6,20,11,6,6,10,11,6,5,11,10,6,10,6,8,5,12,9,6,11,6,10,9,5,6,6,6,12,6,6,6,12,9,6,9,7,6,7,7,6,10,6,9,8,9,6,6,8,12,7,8,8,5,9,11,5,6,13,6,9,15,7,8,8,10,6,10,11,6,6,10,5,7,14,6,6,6,8,6,10,6,11,9,6,8,7,6,6,5,6,6,6,6,6,9,6,10,7,10,7,6,10,6,7,7,5,9,7,6,9,7,7,8,5,8,5,10,9,11,6,5,6,7,9,7,7,11,9,13,12,12,9,9,13,6,6,6,18,11,9,8,10,6,8,6,11,9,6,7,11,8,12,6,10,5,9,9,10,7,7,8,12,6,7,6,9,7,8,9,8,9,9,11,13,6,10,6,6,6,5,9,5,6,6,7,9,11,6,8,7,10,5,7,6,5,9,9,6,11,6,6,6,7,7,6,9,8,6,7,6,5,5,7,10,7,14,6,6,8,6,6,5,8,7,6,5,9,9,8,6,5,9,10,9,6,12,7,6,10,5,9,6,6,7,6,10,11,8,7,6,12,9,13,6,8,10,6,5,8,10,12,6,7,10,5,6,9,10,9,9,7,8,6,11,6,6,9,6,8,10,6,10,8,9,8,6,6,6,6,6,6,6,7,10,6,8,8,10,6,9,20,12,6,10,5,6,13,8,6,7,5,6,6,11,9,6,6,6,15,8,6,9,6,11,6,5,10,7,5,6,6,8,5,6,9,10,6,6,6,6,5,6,6,6,6,8,6,6,6,5,5,6,7,6,10,8,6,7,13,13,10,10,9,10,9,10,6,7,18,6,5,6,7,7,7,7,8,9,8,7,6,6,6,5,6,5,7,7,7,6,8,7,6,6,7,6,6,9,7,7,10,6,5,6,7,10,7,9,6,8,6,6,7,9,10,10,7,8,8,22,8,7,8,6,9,6,7,6,6,6,6,6,5,12,6,6,6,9,10,18,8,9,6,9,5,8,10,9,8,9,7,10,10,10,9,15,10,9,7,7,7,7,5,13,6,10,5,15,12,6,6,13,5,10,11,6,10,6,10,14,9,9,12,18,10,8,10,8,5,6,6,6,8,8,12,6,7,7,5,6,8,6,5,10,6,10,15,9,5,19,7,8,5,9,5,10,7,10,8,8,6,8,8,11,5,6,5,6,6,6,9,6,8,9,6,12,9,7,7,10,5,7,9,11,7,7,7,9,6,10,8,8,6,9,7,7,6,8,8,10,6,6,5
9,6,0,5,13,6,7,15,7,5,10,13,6,6,7,4,5,14,9,9,6,12,7,8,9,6,5,6,5,6,16,14,6,5,7,6,7,9,6,5,8,5,9,9,6,12,9,6,6,10,6,9,9,7,7,9,10,9,12,15,7,13,6,6,7,10,5,8,6,8,13,10,9,10,6,10,5,9,6,6,6,12,9,12,8,8,9,7,6,6,6,14,5,8,5,6,13,13,6,5,6,8,6,5,9,5,9,8,6,8,13,7,8,10,9,6,6,6,5,6,5,6,7,9,5,6,11,6,5,6,6,11,12,9,8,10,5,8,5,9,6,5,6,5,10,8,7,6,5,6,5,8,6,9,9,6,5,6,9,10,9,7,5,7,6,5,6,6,6,9,6,10,6,6,6,9,10,14,5,6,7,9,5,5,6,7,6,16,5,14,6,8,13,8,7,6,6,8,9,8,6,7,9,15,6,9,8,9,11,7,9,10,6,7,7,16,7,9,7,6,14,9,6,9,26,5,7,6,16,6,5,6,9,9,12,7,5,8,8,6,9,7,6,11,6,13,5,10,12,7,5,13,7,6,7,8,7,21,6,6,10,8,10,6,12,14,8,11,21,5,16,6,6,6,5,8,8,6,6,5,7,8,12,6,7,13,8,6,5,6,6,6,6,14,8,11,6,9,6,13,7,9,6,6,5,5,16,9,20,15,9,8,6,10,6,13,8,7,11,6,6,8,9,6,6,9,5,6,9,7,9,6,9,6,8,6,9,7,9,7,5,9,6,7,6,10,6,7,6,7,6,9,14,6,6,15,10,6,6,5,6,5,10,17,10,10,9,6,11,7,6,6,12,5,10,10,13,6,8,20,6,5,7,10,5,5,15,6,11,9,7,9,10,6,9,5,7,8,8,7,8,6,6,6,5,5,11,8,11,11,11,10,6,8,10,6,9,7,5,8,8,6,8,8,10,11,7,6,6,5,13,6,5,5,9,5,16,6,10,5,16,10,18,6,5,10,10,7,7,8,20,6,12,11,10,9,6,5,9,6,6,6,9,5,6,6,7,18,6,16,9,6,10,10,11,7,9,6,14,6,8,16,6,5,7,7,6,8,5,6,5,9,8,10,6,7,6,6,8,5,5,9,6,6,6,6,11,6,7,6,6,5,6,8,9,6,6,15,6,5,5,11,5,16,10,11,6,8,5,7,9,7,6,7,7,10,22,9,8,12,9,6,5,13,6,6,9,6,6,6,7,9,6,6,6,6,6,7,5,10,6,11,5,10,6,7,8,5,11,9,5,6,11,5,6,8,7,6,16,6,9,7,9,13,10,8,5,14,6,6,6,7,7,9,7,8,13,5,5,6,7,8,11,7,7,9,13,5,7,6,8,10,7,6,8,10,10,12,6,13,5,10,5,9,6,9,6,6,12,6,9,8,8,6,6
6,10,5,0,16,8,6,18,13,6,10,9,6,6,9,6,7,9,11,5,10,7,9,9,7,6,8,7,7,8,7,6,9,9,6,7,6,8,6,6,6,6,9,6,14,7,5,10,6,7,7,7,6,6,14,6,11,7,10,10,7,7,6,6,6,5,6,13,7,8,12,7,5,7,15,8,9,6,11,6,8,7,5,8,14,7,8,16,7,11,6,8,10,5,6,10,8,11,13,6,9,5,8,9,9,7,6,6,5,6,10,6,14,7,8,9,9,5,10,6,6,7,12,6,6,7,6,6,8,13,5,6,7,8,10,12,7,6,43,8,11,6,7,17,7,6,7,5,7,6,9,14,6,6,8,12,9,6,6,8,7,9,6,9,6,6,7,9,6,11,8,7,7,5,6,8,12,7,6,9,6,6,10,6,5,13,7,6,7,6,8,20,9,10,6,13,7,6,6,6,13,6,8,6,22,5,6,8,10,7,7,9,7,6,12,8,9,8,5,6,6,6,9,6,5,6,6,7,7,7,9,9,9,7,11,6,7,7,6,6,8,9,7,7,10,10,8,7,5,10,15,10,12,10,6,6,7,7,6,11,11,6,7,6,8,5,10,6,9,10,9,7,6,5,15,7,10,6,6,9,6,14,15,6,9,11,6,6,6,9,6,7,6,6,5,7,7,6,7,15,9,14,10,22,9,11,6,5,6,6,6,6,11,6,10,18,6,7,6,11,7,6,6,7,10,8,6,5,14,7,12,6,7,14,7,6,6,9,7,7,8,9,9,5,10,6,6,9,6,12,7,6,6,9,8,39,8,9,12,10,5,9,9,9,7,15,7,8,7,5,6,6,6,6,9,6,6,6,9,6,13,9,9,6,11,14,6,8,9,6,11,11,9,13,5,7,9,6,6,12,6,6,11,8,10,10,12,6,9,5,11,6,14,6,6,8,7,9,9,6,10,5,6,9,6,13,7,7,6,9,10,8,7,7,8,6,6,6,7,7,7,7,7,5,9,13,6,7,9,7,7,9,7,13,12,9,8,10,9,9,6,6,7,6,6,11,6,7,6,6,8,5,6,7,6,11,13,5,6,6,9,9,6,10,9,7,6,9,6,7,13,13,14,6,6,6,6,6,6,6,6,6,6,5,9,9,10,6,6,6,6,7,6,8,6,6,7,6,7,6,6,6,5,9,6,14,6,6,61,9,7,6,6,7,16,5,7,5,12,6,8,11,6,6,5,6,6,5,6,6,13,6,6,9,5,9,11,12,6,11,7,6,10,5,9,9,11,6,7,6,6,5,7,6,10,8,8,6,9,11,10,8,5,8,13,8,6,8,5,8,9,8,8,9,6,12,9,6,8,6,7,7,11,12,7,10,14,7,18,9,8,7,7,9,6,7,8,10,7,6,7,7,6,9,6,7,8,6,8,6,7,5,6,10,7
6,6,13,16,0,6,6,9,7,13,14,6,5,12,6,6,8,5,6,5,10,6,9,12,8,7,7,7,5,12,9,6,5,8,5,6,7,6,14,7,5,7,9,8,6,9,12,6,6,14,6,6,9,10,12,5,10,6,9,6,5,12,7,8,9,10,15,9,6,7,17,6,9,6,8,7,6,15,7,5,10,13,7,7,6,7,5,6,6,13,15,6,8,10,13,6,5,9,9,6,9,6,9,8,13,11,5,12,10,6,9,6,7,9,8,6,13,10,8,7,6,8,8,15,6,6,5,7,7,5,9,7,9,9,10,6,8,6,16,7,9,13,6,10,6,12,14,8,6,5,6,7,6,10,8,10,8,11,9,7,8,6,6,6,6,12,9,7,6,6,11,9,6,16,6,7,10,8,9,10,7,9,8,6,6,8,9,5,8,7,8,6,18,12,8,6,9,12,9,5,8,7,6,8,10,6,7,5,6,7,6,6,11,8,6,6,10,12,12,6,5,9,10,9,6,16,6,6,5,8,9,12,8,10,6,6,6,7,7,6,6,10,9,7,8,6,6,6,8,9,13,15,11,7,6,7,7,10,13,9,11,5,11,11,6,7,6,9,8,6,6,6,6,9,6,14,6,6,6,8,7,6,8,6,30,6,7,6,8,5,11,6,7,9,8,13,6,10,7,12,6,5,11,10,7,14,10,9,7,9,9,7,7,14,6,6,12,6,6,10,7,6,6,6,7,5,5,8,6,12,6,10,11,14,9,8,10,9,7,11,11,13,5,12,6,10,6,10,5,6,9,7,6,6,11,5,6,7,9,14,6,5,9,8,8,7,13,16,13,6,6,12,8,8,10,8,8,36,8,11,9,8,7,7,5,9,10,10,7,9,11,10,10,8,9,8,6,6,7,5,5,7,9,11,8,8,8,9,5,10,10,5,8,7,5,10,8,9,6,15,6,9,7,7,5,13,6,7,10,8,6,9,7,6,6,9,6,8,9,5,7,6,9,6,8,12,6,7,9,6,8,7,9,13,8,13,18,8,6,9,11,10,8,6,5,15,6,7,6,6,9,16,7,7,15,7,9,9,5,6,7,6,13,10,21,8,7,8,6,9,8,13,6,24,7,6,6,15,11,6,5,9,7,18,9,8,9,6,8,8,5,9,6,7,6,7,9,6,7,9,15,7,11,8,9,5,6,9,16,8,8,6,11,5,6,7,6,12,10,9,9,14,6,9,9,8,9,9,6,24,6,12,12,9,5,9,8,5,9,5,15,13,5,11,10,6,5,6,7,10,10,5,13,7,8,7,6,7,9,7,6,7,7,5,9,8,6,6,7,8,6,7,5,9,15,9,18,7,13,8,7,5,7,5,6,14,5,5,11,9,7,5,5,7,5,9,11,6,9,7,11,6,7,7,11,9,6,6,6,6,6,9,6,6,15
9,5,6,8,6,0,12,6,6,9,9,6,6,8,5,14,5,8,9,13,10,7,7,9,7,8,6,5,7,7,11,6,9,7,6,6,9,10,6,8,5,7,5,6,6,6,6,10,8,9,11,6,6,5,7,10,6,6,6,7,7,11,9,7,9,9,11,9,10,8,9,7,6,14,16,6,7,10,8,7,6,8,6,6,11,11,5,13,6,5,6,10,9,13,6,7,6,5,6,6,7,6,7,9,5,6,16,14,8,9,5,5,11,8,7,8,5,6,9,6,6,7,10,6,8,7,6,7,7,9,13,5,6,11,6,7,7,9,8,8,7,9,10,6,9,14,10,13,5,8,12,11,6,12,17,11,5,9,6,8,6,19,12,7,8,5,7,5,6,5,9,8,11,9,10,6,8,6,9,6,10,6,9,6,6,8,6,7,10,5,9,7,12,13,7,8,12,14,7,9,9,11,10,6,6,10,11,8,6,5,7,9,6,17,6,6,6,9,6,9,6,7,6,7,8,6,11,13,6,6,6,17,6,6,7,6,7,10,7,6,5,6,7,7,10,6,6,7,5,10,7,6,6,9,8,6,20,6,11,17,6,6,5,10,10,7,12,13,6,5,6,5,9,6,7,10,6,8,9,7,10,7,6,9,7,6,7,6,10,8,6,13,5,6,5,9,11,8,15,7,12,8,10,6,9,5,6,7,9,6,5,26,6,9,9,6,13,7,8,8,5,7,10,13,7,8,5,6,6,11,7,6,7,6,7,11,5,10,5,6,15,9,8,6,9,8,11,6,7,6,9,8,6,9,7,6,6,5,6,6,6,10,6,10,6,8,12,6,6,6,5,6,10,5,9,12,8,6,6,6,9,6,5,6,6,11,6,6,10,6,6,6,6,10,6,5,9,7,9,5,6,5,7,7,6,6,5,6,10,17,11,17,8,11,14,6,7,8,12,10,6,13,11,10,9,5,7,5,6,8,6,6,10,9,6,6,6,9,6,7,5,7,5,6,7,14,9,20,8,6,9,9,7,7,9,9,5,9,12,12,10,7,6,6,10,6,12,5,10,7,11,9,7,5,8,8,5,8,5,7,5,5,6,11,7,5,6,7,9,8,5,11,6,10,6,5,8,12,6,9,12,6,6,5,8,10,6,8,12,9,6,5,6,10,12,5,6,8,11,10,8,5,6,8,6,6,7,7,8,6,7,5,9,11,12,10,9,6,6,6,10,6,10,7,7,11,7,6,6,6,6,8,8,10,7,5,6,5,5,6,8,6,16,10,8,12,9,5,9,13,7,6,6,8,9,8,13,6,6,6,9,7,10,7,6,6,9,10,6,17,8,7,14,8,8,6,12,10,6,11,9,6,6,13,8,5,6,7,6,9,6,8,13,12,9,7,6,6,6,6,6,9,8,8,5,6,6,15,7,6,7,6,7,6,8
6,6,7,6,6,12,0,6,6,9,14,8,10,9,13,6,9,7,6,7,9,7,7,6,11,7,7,6,6,7,11,6,11,11,6,10,7,6,6,6,6,7,5,5,10,8,8,6,10,6,5,5,13,10,12,6,6,8,8,7,9,6,11,9,7,5,11,5,8,9,6,5,6,8,8,7,10,5,6,6,13,11,7,8,6,10,5,6,9,5,12,5,5,9,5,7,11,9,10,10,8,8,9,12,6,8,10,7,6,15,6,6,6,7,4,13,5,12,5,9,10,14,5,7,8,9,13,7,7,11,6,7,8,6,8,8,7,8,6,7,6,9,10,6,9,9,6,6,12,7,7,6,9,11,4,6,6,10,13,6,8,12,6,6,9,5,8,5,7,7,7,10,13,7,7,5,6,8,8,6,5,10,6,5,11,38,14,6,6,9,7,5,6,5,6,6,8,7,13,5,11,12,6,9,6,8,14,5,8,5,7,5,6,10,5,9,6,6,5,6,10,13,9,8,9,5,7,11,5,6,11,7,8,12,5,9,6,5,11,10,5,6,8,5,11,9,11,5,6,5,6,5,9,7,6,5,6,12,10,15,6,5,9,8,7,13,6,8,5,6,11,5,6,12,7,9,8,11,9,5,8,12,6,5,6,9,11,10,9,8,9,10,9,6,5,6,13,6,6,6,6,8,6,6,10,8,5,5,9,9,7,9,5,5,7,9,5,8,13,6,6,6,6,11,5,5,6,6,10,14,8,6,6,10,13,9,6,5,10,9,5,6,6,5,7,6,9,6,5,5,14,7,6,11,5,6,9,5,5,11,7,9,6,5,8,7,6,12,6,9,8,6,7,9,7,11,5,9,6,9,6,10,8,7,9,8,9,9,7,9,10,6,6,9,6,9,8,5,11,7,8,5,7,5,5,6,7,11,10,6,6,9,6,14,6,9,7,7,7,6,8,6,8,9,7,6,8,6,5,6,9,5,6,10,5,6,14,11,5,6,5,6,8,7,5,9,9,9,7,5,6,12,5,6,9,9,11,7,7,12,9,8,6,5,6,5,8,8,13,5,6,12,9,7,6,6,6,7,9,9,6,6,8,10,6,9,7,10,5,8,6,9,6,6,6,6,11,6,14,5,11,9,10,6,9,7,10,9,6,8,10,6,10,9,6,6,5,7,5,8,5,10,14,7,5,6,9,9,6,8,9,6,10,14,6,8,13,8,6,7,9,5,5,9,6,9,13,12,7,6,9,5,9,10,6,6,5,5,6,6,7,6,7,8,7,6,6,10,6,7,7,12,6,6,7,9,10,8,6,5,9,10,6,8,7,5,5,5,7,6,13,7,5,6,8,5,6,9,8,5,8,9,6,6,7,11,5,9,6,10,9,6,12,12,5,13,15,8,12,5,9,11,5,6,6,5,11,7,5,11,7,7,12,7,7
6,10,15,18,9,6,6,0,6,6,6,10,7,11,9,6,5,6,10,10,8,6,26,5,5,10,9,7,12,10,7,9,6,7,17,9,6,9,7,8,7,6,15,6,6,8,6,13,6,8,7,6,6,9,10,5,9,8,8,7,6,10,12,6,10,7,7,13,13,5,10,6,7,6,9,9,6,8,9,6,9,5,6,10,6,8,14,6,12,6,5,6,10,7,6,6,6,7,9,6,8,6,6,6,9,10,7,10,9,5,16,9,6,8,8,7,6,5,10,7,6,5,5,5,7,9,9,6,10,10,7,7,8,10,5,8,10,7,13,11,9,6,6,7,5,7,9,7,9,6,7,6,6,7,8,6,5,11,6,6,8,10,6,7,9,7,10,21,6,6,7,10,7,7,8,15,5,6,6,6,7,5,5,5,7,6,9,5,8,6,14,13,10,9,9,10,9,10,12,15,10,5,9,8,8,9,6,7,9,6,6,8,6,8,7,10,6,11,8,6,7,12,8,6,7,12,7,11,8,5,12,9,6,5,7,12,5,10,12,9,11,7,10,6,6,6,6,6,9,8,6,12,6,8,9,22,7,5,6,6,6,7,6,5,15,7,8,9,6,9,5,6,10,9,9,5,11,10,12,6,7,8,9,6,8,22,12,6,5,13,6,7,9,8,11,8,7,8,9,6,10,6,13,7,7,6,6,6,13,5,6,9,7,6,6,6,9,6,9,6,12,9,9,11,7,7,5,5,12,12,6,6,8,6,9,6,8,15,7,10,6,9,7,8,6,13,9,6,6,7,7,8,6,6,8,8,6,11,8,6,9,8,6,6,9,10,6,7,7,10,6,8,9,6,15,12,12,12,10,6,8,12,7,9,14,7,8,10,10,5,14,8,7,10,7,5,7,7,12,8,6,11,9,8,10,6,10,12,6,7,5,6,7,6,6,10,7,10,7,5,11,7,9,7,5,7,6,7,8,7,6,6,8,5,11,7,5,6,5,12,6,6,10,9,6,8,13,7,10,6,8,7,6,7,13,9,12,7,12,17,7,10,14,5,6,6,6,10,6,6,10,7,5,9,10,8,6,11,6,9,7,10,5,8,8,16,9,10,5,10,6,9,12,5,7,9,11,6,6,7,8,11,6,12,7,10,8,9,17,6,7,6,9,10,6,10,8,8,8,6,7,7,7,11,7,7,9,6,18,10,6,12,10,8,6,9,5,6,10,8,9,6,6,5,7,6,12,9,7,7,10,7,11,17,7,9,10,5,7,6,8,9,8,5,10,10,5,8,8,9,7,9,7,8,7,5,6,8,8,7,6,8,9,39,10,8,6,6,5,7,7,9,6,10,10,7,10,5,8,6,9,9,7,11,7,5,12,5,6,8,6,8,13,9,15,8,8,10,9,7,10,6,12,8,7,9,6,6,7,7,7,6,8,7,8
10,7,7,13,7,6,6,6,0,10,8,12,6,7,17,12,8,7,9,6,6,7,8,8,6,13,5,7,7,9,7,9,7,6,6,8,11,11,6,6,9,10,8,14,15,8,5,8,5,7,6,6,19,9,14,8,7,9,12,6,9,6,7,7,6,10,11,7,6,7,5,8,7,14,6,6,9,11,10,6,7,5,8,9,8,12,6,10,6,7,9,11,6,6,6,8,10,7,5,14,9,5,11,13,7,6,8,5,12,6,9,13,8,10,6,7,7,9,6,6,14,15,9,8,7,9,11,10,6,7,10,7,8,6,5,9,8,16,13,11,12,10,9,7,5,9,14,10,9,10,7,8,7,6,6,10,10,7,19,8,9,10,5,10,7,12,6,8,7,6,14,7,9,5,11,10,7,12,7,7,10,10,9,7,23,9,6,10,8,6,11,8,6,6,6,11,7,9,15,11,7,13,8,8,5,6,12,6,8,5,6,16,6,6,9,6,7,15,6,6,9,15,14,6,15,9,7,6,12,8,8,6,9,6,10,6,13,5,7,5,12,12,6,9,6,6,5,8,6,5,7,6,9,11,13,6,5,9,15,17,7,17,6,12,7,13,7,6,11,9,9,8,7,7,9,9,7,6,6,10,11,6,10,16,8,7,8,6,7,6,8,7,6,6,9,6,6,10,5,9,11,7,8,5,8,6,10,10,10,6,8,12,7,10,9,6,6,8,11,7,7,9,8,6,6,6,10,11,8,6,9,7,6,15,8,10,10,5,10,6,12,7,11,6,9,6,7,7,7,9,7,8,7,5,8,6,5,6,6,6,8,6,9,6,12,5,6,5,7,6,7,9,5,14,7,6,6,7,12,7,6,6,6,10,11,10,8,9,5,13,11,7,10,11,7,9,10,7,7,9,6,11,12,8,5,6,8,9,9,7,7,5,8,12,6,7,9,6,7,7,7,10,18,5,9,11,8,6,7,11,6,10,6,6,12,5,7,5,15,7,9,7,6,8,10,7,7,16,6,7,7,8,5,11,9,9,5,11,6,7,13,7,9,7,6,6,5,9,5,12,6,5,5,7,6,10,5,9,6,7,7,6,10,6,8,9,6,5,5,12,7,7,8,7,5,13,6,6,8,8,7,14,9,10,11,13,6,7,6,7,6,8,5,5,5,7,6,6,6,7,6,6,7,9,6,7,7,10,13,12,10,8,7,6,10,6,6,6,6,9,8,7,15,9,6,10,15,7,16,6,6,6,7,7,10,8,7,12,6,7,12,6,8,8,8,9,8,5,6,8,10,7,7,6,11,7,12,13,6,7,7,10,13,8,6,5,8,9,8,5,7,7,15,6,6,6,6,7,7,13,6,8,7,8,6,12,6,8,6,8,7,16,8,8,11,15,7,5,7,5,8,8,10,9,8,8,10,5,10,23,6,6,6,9,12
5,6,5,6,13,9,9,6,10,0,6,5,6,10,7,9,8,6,5,7,11,5,8,5,7,8,5,9,10,6,5,6,8,9,5,7,6,9,5,6,7,6,14,11,23,8,7,5,6,6,9,6,6,5,6,10,7,13,8,6,12,8,6,5,5,6,6,7,8,17,9,7,6,6,6,8,9,7,6,11,5,6,7,6,6,11,8,5,7,7,9,11,6,6,11,6,7,6,9,9,12,7,7,17,5,14,9,8,6,10,16,9,7,6,7,10,8,9,6,5,9,13,6,12,8,5,6,6,11,6,9,7,8,6,5,8,6,6,6,6,6,69,8,5,7,8,5,9,9,8,12,7,6,7,7,6,5,12,6,5,13,15,6,6,10,7,8,9,5,7,12,10,8,8,6,6,5,6,11,7,6,5,7,7,6,6,7,11,6,6,8,6,6,8,11,5,6,8,9,6,6,6,9,12,17,7,9,9,10,6,10,5,6,5,6,6,5,6,6,11,7,9,11,11,10,19,7,8,6,8,7,6,6,10,12,6,6,6,6,5,7,5,6,9,5,6,10,8,7,6,14,5,5,6,6,6,9,9,8,7,7,5,17,7,5,8,13,5,7,8,9,6,11,5,5,6,13,6,8,6,16,9,9,9,14,7,6,8,5,5,8,7,8,6,6,12,8,6,6,6,6,7,5,7,7,15,5,6,7,12,6,5,10,5,8,6,8,7,9,12,9,7,9,8,7,9,6,8,6,6,8,7,8,23,9,8,6,14,6,12,10,5,8,6,8,7,10,5,7,6,7,6,7,7,6,6,9,7,10,6,9,7,9,10,6,6,7,7,7,12,5,5,6,9,10,23,7,6,6,7,7,7,5,14,10,7,12,6,14,6,5,6,10,7,6,8,6,6,6,6,5,7,6,6,6,7,7,7,5,6,6,7,6,12,9,6,6,6,12,8,13,6,6,6,5,6,7,6,10,8,6,5,6,7,7,9,6,7,7,10,6,7,8,9,6,6,9,9,6,9,7,8,8,6,9,9,10,5,7,7,7,6,11,12,7,7,6,8,5,6,6,8,9,5,6,11,7,12,6,5,7,6,31,5,14,12,6,6,5,7,5,12,9,7,7,9,8,7,11,8,6,8,11,6,5,9,7,10,6,7,6,7,9,6,6,6,10,7,9,11,13,7,17,11,7,9,5,10,6,6,6,6,12,6,5,10,17,7,7,8,6,8,9,8,13,9,9,5,12,6,6,6,10,7,6,7,10,12,6,7,8,9,5,10,6,6,5,8,12,6,6,6,7,6,5,13,9,6,7,10,5,8,6,5,6,6,6,11,6,8,9,5,8,6,8,16,9,5,7,7,17,6,10,6,6,12,6,7,6,7,12,11,13,8,6,9,7,9,6,6,12,7,8,9,5,9,6,7,12,6,6,7,9,6,8
